txn_id,merchant_id,timestamp,amount,hour_of_day,is_odd_hour,billing_city,shipping_city,location_mismatch,device_type,new_device_flag,velocity_last_hour,amount_deviation_ratio,is_fraud
T12441,M118,2026-09-03T00:21:30.771769,984.23,0,1,Delhi,Hyderabad,1,tablet,0,3,1.97,0
T12442,M106,2026-07-27T15:56:15.771777,417.99,15,0,Mumbai,Pune,1,mobile,0,2,0.84,0
T12443,M107,2026-08-20T19:51:34.771785,638.11,19,0,Mumbai,Chennai,1,desktop,0,2,1.28,0
T12444,M101,2026-08-07T05:05:59.771798,3392.9,5,1,Ahmedabad,Ahmedabad,0,desktop,0,1,1.13,0
T12445,M103,2026-09-02T21:54:02.771807,928.96,21,1,Bengaluru,Hyderabad,1,mobile,0,1,1.86,0
T12446,M104,2026-08-31T22:31:04.771815,14618.88,22,1,Chennai,Kolkata,1,desktop,1,2,0.73,0
T12447,M126,2026-07-31T17:17:04.771826,2264.73,17,0,Bhubaneswar,Kolkata,1,mobile,1,1,0.75,0
T12448,M124,2026-07-26T13:38:04.771834,489.22,13,0,Ahmedabad,Jaipur,1,desktop,1,1,0.98,0
T12449,M103,2026-08-08T01:01:41.771842,331.02,1,1,Mumbai,Kolkata,1,mobile,0,1,0.66,0
T12450,M100,2026-08-10T00:00:18.771850,811.76,0,1,Delhi,Kolkata,1,desktop,0,2,1.62,0
T12451,M100,2026-09-02T17:17:04.771858,588.49,17,0,Mumbai,Bhubaneswar,1,mobile,0,5,1.18,0
T12452,M101,2026-07-29T22:35:46.771865,2827.86,22,1,Bengaluru,Hyderabad,1,desktop,0,2,0.94,0
T12453,M123,2026-08-03T05:14:36.771874,8521.76,5,1,Bhubaneswar,Bengaluru,1,desktop,0,1,1.07,0
T12454,M102,2026-07-29T10:48:43.771882,1936.56,10,0,Ahmedabad,Chennai,1,tablet,0,1,1.29,0
T12455,M137,2026-07-29T15:29:20.771889,11059.68,15,0,Jaipur,Bhubaneswar,1,desktop,1,1,3.69,0
T12456,M105,2026-07-29T00:41:05.771900,9436.64,0,0,Jaipur,Bhubaneswar,1,desktop,0,1,0.47,0
T12457,M118,2026-08-28T23:41:53.771909,400.33,23,1,Kolkata,Bengaluru,1,mobile,0,1,0.8,0
T12458,M131,2026-08-21T22:06:38.771917,326.14,22,1,Mumbai,Hyderabad,1,desktop,0,1,0.65,0
T12459,M134,2026-08-12T12:41:50.771925,9383.69,12,0,Ahmedabad,Bengaluru,1,desktop,0,3,3.13,0
T12460,M122,2026-08-30T19:36:27.771934,690.8,19,1,Delhi,Pune,1,mobile,0,1,1.38,0
T12461,M105,2026-08-12T12:49:03.771942,19726.79,12,0,Delhi,Pune,1,desktop,0,1,0.99,0
T12462,M123,2026-07-29T06:02:09.771950,9167.55,6,1,Bhubaneswar,Pune,1,desktop,0,1,1.15,0
T12463,M116,2026-08-27T12:33:07.771958,3919.07,12,0,Hyderabad,Delhi,1,tablet,0,2,1.31,0
T12464,M129,2026-08-20T07:39:19.771966,801.78,7,1,Delhi,Jaipur,1,tablet,0,1,1.6,1
T12465,M119,2026-09-02T03:20:24.771974,9718.33,3,1,Bhubaneswar,Hyderabad,1,desktop,1,1,1.21,1
T12466,M112,2026-09-03T18:21:49.771982,1140.17,18,0,Jaipur,Ahmedabad,1,desktop,0,1,0.76,0
T12467,M103,2026-08-29T11:14:29.771991,745.73,11,0,Hyderabad,Ahmedabad,1,desktop,0,2,1.49,0
T12468,M100,2026-08-31T02:31:15.771999,338.81,2,1,Bhubaneswar,Pune,1,desktop,0,1,0.68,0
T12469,M109,2026-08-25T11:56:42.772007,11963.59,11,0,Ahmedabad,Hyderabad,1,tablet,0,1,0.6,0
T12470,M118,2026-08-04T13:38:44.772015,890.32,13,0,Pune,Hyderabad,1,mobile,1,2,1.78,1
T12471,M129,2026-08-10T05:56:38.772023,600.0,5,1,Bhubaneswar,Bengaluru,1,desktop,0,1,1.2,0
T12472,M110,2026-08-02T20:35:09.772032,17078.63,20,0,Mumbai,Bengaluru,1,mobile,0,1,0.85,0
T12473,M100,2026-07-26T03:49:54.772043,104.6,3,1,Hyderabad,Hyderabad,0,mobile,0,1,0.21,0
T12474,M119,2026-08-16T00:06:07.772051,5660.44,0,1,Bhubaneswar,Mumbai,1,tablet,0,1,0.71,0
T12475,M121,2026-09-01T21:39:52.772059,10803.68,21,0,Pune,Bengaluru,1,desktop,1,1,0.54,0
T12476,M136,2026-08-25T11:23:21.772067,1324.02,11,0,Hyderabad,Delhi,1,mobile,0,1,0.88,0
T12477,M115,2026-08-02T08:28:49.772077,7229.95,8,0,Bengaluru,Kolkata,1,tablet,0,2,0.9,0
T12478,M128,2026-08-14T16:24:23.772085,14716.26,16,0,Jaipur,Mumbai,1,desktop,0,1,0.74,0
T12479,M128,2026-07-23T03:49:06.772093,21116.31,3,1,Pune,Mumbai,1,mobile,0,1,1.06,0
T12480,M110,2026-08-22T06:42:06.772101,13187.53,6,1,Delhi,Mumbai,1,tablet,0,1,0.66,0
T12481,M108,2026-09-04T13:49:14.772110,1489.01,13,0,Mumbai,Kolkata,1,desktop,0,2,0.99,0
T12482,M129,2026-08-12T09:25:27.772118,7574.08,9,0,Bengaluru,Mumbai,1,mobile,0,1,15.15,0
T12483,M122,2026-08-22T18:48:16.772127,697.59,18,0,Kolkata,Chennai,1,desktop,0,2,1.4,0
T12484,M120,2026-08-20T21:02:23.772135,1412.31,21,0,Hyderabad,Bhubaneswar,1,tablet,0,2,0.47,0
T12485,M134,2026-08-26T08:45:30.772143,3143.03,8,1,Bhubaneswar,Delhi,1,desktop,0,1,1.05,0
T12486,M137,2026-08-27T22:04:14.772151,2240.07,22,1,Chennai,Bhubaneswar,1,tablet,0,2,0.75,1
T12487,M127,2026-08-06T09:21:45.772160,15229.29,9,0,Bengaluru,Hyderabad,1,tablet,0,1,0.76,0
T12488,M110,2026-08-26T21:01:51.772168,8083.44,21,0,Delhi,Delhi,0,desktop,0,1,0.4,0
T12489,M116,2026-07-23T18:46:18.772177,8940.3,18,0,Ahmedabad,Kolkata,1,tablet,1,1,2.98,0
T12490,M112,2026-08-31T15:13:54.772185,880.5,15,0,Ahmedabad,Chennai,1,mobile,1,2,0.59,0
T12491,M125,2026-08-26T16:59:22.772193,366.06,16,0,Jaipur,Ahmedabad,1,mobile,0,2,0.73,0
T12492,M108,2026-08-01T22:40:36.772201,680.6,22,1,Mumbai,Pune,1,tablet,0,1,0.45,0
T12493,M133,2026-07-25T09:26:36.772209,3529.62,9,0,Delhi,Hyderabad,1,tablet,0,2,1.18,0
T12494,M119,2026-08-14T16:31:19.772217,7936.71,16,0,Chennai,Kolkata,1,mobile,0,2,0.99,0
T12495,M128,2026-08-22T06:16:03.772225,9536.42,6,1,Kolkata,Hyderabad,1,tablet,1,1,0.48,1
T12496,M128,2026-07-30T11:24:56.772233,24347.97,11,0,Jaipur,Mumbai,1,tablet,0,3,1.22,0
T12497,M108,2026-07-23T08:25:55.772242,2532.93,8,1,Pune,Pune,0,desktop,0,2,1.69,0
T12498,M117,2026-08-08T00:54:41.772250,128.02,0,0,Pune,Pune,0,desktop,0,3,0.09,0
T12499,M111,2026-08-04T08:37:24.772258,20084.8,8,0,Chennai,Mumbai,1,mobile,0,1,1.0,0
T12500,M126,2026-08-31T05:36:13.772266,2371.5,5,1,Pune,Delhi,1,desktop,0,1,0.79,0
T12501,M111,2026-09-04T06:47:31.772274,19174.65,6,0,Chennai,Chennai,0,mobile,0,2,0.96,0
T12502,M118,2026-07-23T05:33:12.772282,740.41,5,1,Jaipur,Kolkata,1,tablet,0,8,1.48,1
T12503,M120,2026-08-31T19:50:51.772290,4829.05,19,0,Mumbai,Delhi,1,desktop,0,1,1.61,0
T12504,M139,2026-08-06T11:20:36.772298,1674.08,11,0,Jaipur,Kolkata,1,mobile,0,1,1.12,0
T12505,M103,2026-08-18T05:35:41.772306,353.14,5,1,Jaipur,Hyderabad,1,mobile,0,5,0.71,0
T12506,M104,2026-08-02T07:29:11.772315,18740.25,7,1,Kolkata,Delhi,1,tablet,0,1,0.94,0
T12507,M136,2026-09-03T14:19:28.772326,2282.89,14,0,Chennai,Pune,1,mobile,0,1,1.52,0
T12508,M139,2026-08-05T02:43:27.772334,1001.49,2,1,Ahmedabad,Hyderabad,1,desktop,0,2,0.67,0
T12509,M119,2026-08-16T17:20:23.772342,7551.0,17,0,Mumbai,Bhubaneswar,1,desktop,0,1,0.94,0
T12510,M116,2026-08-24T20:21:53.772350,4079.9,20,0,Jaipur,Mumbai,1,mobile,0,1,1.36,0
T12511,M139,2026-08-04T04:12:24.772358,1564.21,4,1,Mumbai,Hyderabad,1,mobile,0,1,1.04,1
T12512,M108,2026-08-08T02:45:07.772366,682.91,2,1,Ahmedabad,Hyderabad,1,desktop,0,1,0.46,0
T12513,M128,2026-08-24T06:34:01.772374,18583.03,6,1,Chennai,Jaipur,1,desktop,0,1,0.93,1
T12514,M107,2026-08-23T20:27:06.772382,413.36,20,0,Chennai,Jaipur,1,tablet,0,1,0.83,0
T12515,M108,2026-09-01T17:25:16.772390,2171.71,17,0,Jaipur,Kolkata,1,tablet,1,1,1.45,0
T12516,M126,2026-07-30T17:15:02.772398,3068.24,17,0,Kolkata,Mumbai,1,tablet,0,1,1.02,0
T12517,M139,2026-08-28T17:28:14.772408,2522.73,17,0,Ahmedabad,Kolkata,1,desktop,0,1,1.68,0
T12518,M128,2026-08-01T08:02:36.772416,17556.97,8,1,Bhubaneswar,Hyderabad,1,tablet,1,4,0.88,1
T12519,M105,2026-08-31T09:48:22.772424,12514.14,9,0,Delhi,Ahmedabad,1,tablet,0,1,0.63,0
T12520,M124,2026-08-31T23:02:50.772434,382.21,23,0,Bhubaneswar,Jaipur,1,tablet,1,2,0.76,1
T12521,M115,2026-07-29T11:21:33.772442,10225.9,11,0,Bengaluru,Hyderabad,1,tablet,0,1,1.28,0
T12522,M137,2026-07-24T07:13:40.772450,5472.01,7,1,Bhubaneswar,Mumbai,1,mobile,0,2,1.82,1
T12523,M120,2026-08-31T23:44:19.772458,2698.69,23,0,Jaipur,Ahmedabad,1,mobile,0,1,0.9,0
T12524,M128,2026-08-20T04:37:35.772468,17255.8,4,1,Ahmedabad,Kolkata,1,desktop,0,1,0.86,0
T12525,M134,2026-08-18T05:51:44.772476,3834.12,5,1,Mumbai,Ahmedabad,1,tablet,0,1,1.28,0
T12526,M104,2026-08-07T13:05:58.772483,17234.47,13,0,Pune,Jaipur,1,tablet,0,2,0.86,0
T12527,M135,2026-08-02T04:34:54.772493,3015.35,4,0,Jaipur,Jaipur,0,desktop,0,1,1.01,0
T12528,M101,2026-08-25T06:10:17.772501,2516.53,6,1,Kolkata,Delhi,1,mobile,0,1,0.84,0
T12529,M101,2026-08-22T16:10:26.772509,3064.21,16,0,Delhi,Jaipur,1,tablet,1,1,1.02,0
T12530,M134,2026-08-17T09:07:58.772517,1557.62,9,0,Delhi,Jaipur,1,mobile,0,2,0.52,0
T12531,M100,2026-09-05T10:19:41.772526,195.75,10,0,Bhubaneswar,Mumbai,1,mobile,0,1,0.39,0
T12532,M109,2026-08-20T14:35:37.772533,12542.77,14,0,Hyderabad,Hyderabad,0,desktop,0,3,0.63,0
T12533,M127,2026-08-24T02:19:55.772541,17323.86,2,0,Ahmedabad,Mumbai,1,mobile,0,2,0.87,0
T12534,M129,2026-08-16T19:11:45.772549,199.94,19,0,Hyderabad,Hyderabad,0,desktop,0,1,0.4,0
T12535,M128,2026-08-03T10:54:22.772557,9527.3,10,0,Bengaluru,Hyderabad,1,mobile,0,1,0.48,0
T12536,M120,2026-08-13T08:24:42.772565,2861.39,8,0,Delhi,Jaipur,1,desktop,0,1,0.95,0
T12537,M133,2026-08-05T06:51:23.772576,2723.16,6,0,Chennai,Chennai,0,mobile,1,1,0.91,0
T12538,M106,2026-07-26T16:45:14.772583,435.39,16,0,Mumbai,Delhi,1,mobile,1,4,0.87,1
T12539,M103,2026-08-01T15:00:48.772592,659.2,15,0,Ahmedabad,Delhi,1,desktop,0,1,1.32,0
T12540,M134,2026-08-21T04:52:42.772600,3295.85,4,1,Ahmedabad,Bhubaneswar,1,desktop,1,1,1.1,0
T12541,M119,2026-08-31T00:52:24.772608,8399.78,0,1,Chennai,Pune,1,desktop,0,1,1.05,1
T12542,M136,2026-08-31T07:45:27.772615,1140.85,7,1,Kolkata,Kolkata,0,desktop,0,2,0.76,0
T12543,M108,2026-08-21T18:10:42.772624,2782.85,18,0,Hyderabad,Ahmedabad,1,tablet,1,1,1.86,0
T12544,M131,2026-08-09T18:16:51.772632,73.09,18,0,Bengaluru,Ahmedabad,1,mobile,0,1,0.15,0
T12545,M113,2026-08-26T11:47:27.772640,203678.48,11,0,Delhi,Pune,1,tablet,0,1,10.18,0
T12546,M110,2026-08-31T21:05:11.772648,20721.86,21,0,Pune,Delhi,1,tablet,0,1,1.04,0
T12547,M137,2026-08-13T00:07:08.772658,3736.53,0,1,Mumbai,Ahmedabad,1,mobile,0,1,1.25,1
T12548,M116,2026-08-10T20:45:25.772667,3272.51,20,0,Bhubaneswar,Pune,1,tablet,0,1,1.09,0
T12549,M117,2026-08-27T22:48:20.772675,1774.56,22,0,Bhubaneswar,Delhi,1,desktop,0,1,1.18,0
T12550,M110,2026-09-04T13:31:58.772683,24858.98,13,0,Bhubaneswar,Jaipur,1,mobile,1,1,1.24,1
T12551,M106,2026-08-03T01:21:13.772691,707.14,1,1,Chennai,Chennai,0,tablet,0,1,1.41,0
T12552,M137,2026-08-04T09:03:57.772698,3332.09,9,1,Ahmedabad,Chennai,1,mobile,0,2,1.11,1
T12553,M108,2026-08-18T00:18:07.772707,1131.01,0,1,Hyderabad,Hyderabad,0,mobile,0,2,0.75,0
T12554,M122,2026-08-28T08:33:58.772715,816.29,8,1,Bengaluru,Delhi,1,tablet,0,3,1.63,0
T12555,M107,2026-08-21T02:35:53.772723,559.45,2,1,Kolkata,Kolkata,0,desktop,0,4,1.12,0
T12556,M125,2026-09-05T10:10:03.772731,507.37,10,0,Mumbai,Bengaluru,1,mobile,0,1,1.01,0
T12557,M139,2026-08-20T13:18:57.772743,1870.21,13,0,Delhi,Hyderabad,1,tablet,0,1,1.25,0
T12558,M126,2026-08-15T16:37:12.772751,1762.2,16,0,Ahmedabad,Bhubaneswar,1,mobile,0,1,0.59,0
T12559,M125,2026-07-28T19:57:24.772759,755.58,19,1,Mumbai,Bhubaneswar,1,mobile,0,1,1.51,0
T12560,M129,2026-08-06T18:02:19.772767,760.03,18,0,Chennai,Bengaluru,1,desktop,0,2,1.52,0
T12561,M131,2026-08-28T11:29:12.772790,148.95,11,0,Hyderabad,Delhi,1,tablet,0,1,0.3,0
T12562,M124,2026-09-04T08:57:07.772799,362.55,8,0,Bengaluru,Bengaluru,0,desktop,0,1,0.73,0
T12563,M105,2026-08-06T11:43:47.772807,15313.63,11,0,Mumbai,Hyderabad,1,tablet,1,1,0.77,0
T12564,M121,2026-08-08T15:44:39.772815,31793.94,15,0,Chennai,Chennai,0,tablet,0,1,1.59,0
T12565,M111,2026-08-17T21:18:30.772823,24976.26,21,0,Hyderabad,Bhubaneswar,1,mobile,0,1,1.25,0
T12566,M104,2026-08-04T06:12:22.772831,25731.48,6,1,Delhi,Pune,1,tablet,0,1,1.29,0
T12567,M122,2026-07-27T11:54:50.772841,427.16,11,0,Bhubaneswar,Ahmedabad,1,tablet,0,1,0.85,0
T12568,M104,2026-07-29T11:56:11.772849,122248.16,11,0,Hyderabad,Ahmedabad,1,desktop,0,1,6.11,0
T12569,M103,2026-08-25T21:27:15.772858,481.97,21,1,Pune,Jaipur,1,mobile,0,1,0.96,0
T12570,M115,2026-07-27T03:44:02.772866,6393.68,3,0,Delhi,Chennai,1,mobile,0,1,0.8,0
T12571,M106,2026-08-30T20:05:10.772874,7582.98,20,0,Delhi,Jaipur,1,desktop,0,1,15.17,0
T12572,M133,2026-08-07T12:43:27.772882,2441.54,12,0,Mumbai,Kolkata,1,tablet,0,1,0.81,0
T12573,M127,2026-08-31T21:27:44.772890,21949.02,21,0,Hyderabad,Hyderabad,0,tablet,1,1,1.1,0
T12574,M112,2026-07-23T14:03:27.772898,1337.09,14,0,Bengaluru,Jaipur,1,desktop,1,3,0.89,0
T12575,M121,2026-09-05T03:58:22.772906,21491.35,3,0,Pune,Bengaluru,1,mobile,0,1,1.07,0
T12576,M109,2026-07-24T07:37:00.772917,12470.43,7,1,Delhi,Chennai,1,desktop,0,2,0.62,0
T12577,M125,2026-08-12T14:16:45.772928,630.16,14,0,Hyderabad,Jaipur,1,mobile,1,1,1.26,0
T12578,M102,2026-08-07T12:03:47.772936,1685.23,12,0,Bengaluru,Mumbai,1,desktop,0,1,1.12,0
T12579,M139,2026-08-28T18:21:40.772945,11556.64,18,0,Hyderabad,Chennai,1,tablet,0,1,7.7,0
T12580,M114,2026-08-23T03:29:02.772954,557.96,3,1,Delhi,Hyderabad,1,mobile,0,1,1.12,0
T12581,M126,2026-08-24T23:12:45.772963,3675.27,23,1,Bengaluru,Hyderabad,1,desktop,0,1,1.23,0
T12582,M119,2026-08-21T13:48:58.772971,2683.98,13,0,Bhubaneswar,Jaipur,1,desktop,0,1,0.34,0
T12583,M137,2026-08-09T07:16:47.772980,3750.16,7,1,Ahmedabad,Ahmedabad,0,tablet,0,3,1.25,0
T12584,M136,2026-08-18T16:46:01.772990,1130.1,16,0,Hyderabad,Pune,1,desktop,0,2,0.75,0
T12585,M124,2026-08-11T14:49:30.772999,356.59,14,0,Pune,Bhubaneswar,1,mobile,0,1,0.71,0
T12586,M110,2026-08-09T22:34:08.773008,23792.63,22,1,Bhubaneswar,Kolkata,1,desktop,0,1,1.19,0
T12587,M123,2026-08-02T15:09:28.773018,1687.01,15,0,Bhubaneswar,Pune,1,mobile,0,1,0.21,0
T12588,M117,2026-09-05T20:06:34.773026,1559.01,20,0,Hyderabad,Pune,1,mobile,0,1,1.04,0
T12589,M126,2026-07-29T04:05:38.773034,1724.54,4,1,Bhubaneswar,Jaipur,1,desktop,0,2,0.57,0
T12590,M124,2026-08-15T23:10:54.773043,601.46,23,0,Ahmedabad,Delhi,1,mobile,1,1,1.2,0
T12591,M126,2026-08-01T12:45:26.773051,2683.9,12,0,Jaipur,Hyderabad,1,desktop,1,1,0.89,0
T12592,M135,2026-08-07T22:33:27.773059,1729.3,22,0,Mumbai,Kolkata,1,mobile,0,1,0.58,0
T12593,M130,2026-08-20T15:28:36.773067,1499.16,15,0,Bhubaneswar,Bhubaneswar,0,tablet,0,2,1.0,0
T12594,M114,2026-08-24T16:50:47.773075,578.72,16,0,Jaipur,Hyderabad,1,tablet,0,1,1.16,0
T12595,M113,2026-08-15T00:01:52.773084,18896.24,0,0,Mumbai,Ahmedabad,1,tablet,0,1,0.94,0
T12596,M106,2026-08-05T06:52:52.773091,295.49,6,1,Jaipur,Mumbai,1,tablet,0,3,0.59,0
T12597,M113,2026-07-28T17:04:32.773101,18100.89,17,0,Delhi,Chennai,1,desktop,0,2,0.91,0
T12598,M128,2026-08-11T06:10:33.773109,24626.51,6,1,Bhubaneswar,Bengaluru,1,desktop,0,2,1.23,1
T12599,M113,2026-09-05T12:22:12.773117,30499.47,12,0,Bhubaneswar,Delhi,1,desktop,1,1,1.52,1
T12600,M137,2026-08-22T14:30:46.773125,3146.19,14,0,Bhubaneswar,Chennai,1,tablet,0,2,1.05,0
T12601,M111,2026-08-23T03:49:13.773135,19285.14,3,0,Kolkata,Chennai,1,tablet,0,1,0.96,0
T12602,M101,2026-08-11T23:27:29.773143,2370.37,23,1,Hyderabad,Bhubaneswar,1,mobile,1,1,0.79,0
T12603,M122,2026-08-30T02:42:09.773152,269.8,2,1,Mumbai,Delhi,1,desktop,0,2,0.54,0
T12604,M137,2026-07-24T15:16:53.773160,3035.43,15,0,Chennai,Chennai,0,mobile,0,1,1.01,0
T12605,M113,2026-08-25T06:38:29.773168,16713.88,6,0,Delhi,Chennai,1,mobile,0,2,0.84,0
T12606,M105,2026-08-27T08:24:46.773176,22843.0,8,0,Bhubaneswar,Hyderabad,1,mobile,0,1,1.14,0
T12607,M106,2026-08-11T10:21:57.773186,2935.23,10,0,Bhubaneswar,Delhi,1,mobile,0,1,5.87,0
T12608,M110,2026-09-04T08:57:24.773195,23886.45,8,1,Kolkata,Kolkata,0,mobile,0,1,1.19,0
T12609,M104,2026-09-03T12:36:47.773203,17596.54,12,0,Mumbai,Hyderabad,1,desktop,1,1,0.88,0
T12610,M116,2026-08-16T08:36:26.773211,5217.5,8,1,Chennai,Bengaluru,1,mobile,0,1,1.74,0
T12611,M130,2026-08-19T10:37:30.773220,643.52,10,0,Delhi,Ahmedabad,1,tablet,1,1,0.43,0
T12612,M105,2026-08-07T17:12:01.773227,20845.63,17,0,Delhi,Ahmedabad,1,mobile,0,1,1.04,0
T12613,M137,2026-08-25T02:12:25.773236,2467.3,2,1,Mumbai,Bengaluru,1,desktop,0,3,0.82,0
T12614,M133,2026-08-18T23:10:25.773244,3168.65,23,0,Bengaluru,Jaipur,1,desktop,0,3,1.06,0
T12615,M131,2026-08-25T20:05:50.773252,418.74,20,0,Bhubaneswar,Hyderabad,1,desktop,0,1,0.84,0
T12616,M118,2026-09-02T17:59:22.773260,254.23,17,0,Delhi,Mumbai,1,tablet,0,1,0.51,0
T12617,M124,2026-07-28T22:04:24.773269,618.1,22,0,Chennai,Bengaluru,1,mobile,0,1,1.24,0
T12618,M103,2026-07-26T16:30:13.773277,479.37,16,0,Pune,Mumbai,1,desktop,0,1,0.96,0
T12619,M124,2026-07-26T05:11:44.773285,419.66,5,0,Chennai,Pune,1,desktop,0,1,0.84,0
T12620,M131,2026-08-27T21:29:20.773292,470.05,21,0,Pune,Chennai,1,desktop,0,2,0.94,0
T12621,M137,2026-08-18T08:12:42.773300,3438.63,8,1,Bhubaneswar,Chennai,1,tablet,1,1,1.15,1
T12622,M138,2026-08-05T16:44:03.773308,50,16,0,Mumbai,Mumbai,0,desktop,1,1,0.1,0
T12623,M121,2026-08-12T23:54:56.773316,19048.16,23,0,Kolkata,Hyderabad,1,desktop,0,1,0.95,0
T12624,M111,2026-08-13T18:03:17.773324,17801.58,18,0,Kolkata,Bengaluru,1,tablet,0,1,0.89,0
T12625,M100,2026-08-15T02:51:32.773333,1473.07,2,1,Chennai,Chennai,0,mobile,0,2,2.95,0
T12626,M132,2026-08-23T11:06:11.773344,701.04,11,0,Mumbai,Jaipur,1,desktop,0,2,1.4,0
T12627,M126,2026-08-11T20:31:37.773354,2655.48,20,1,Mumbai,Chennai,1,mobile,0,1,0.89,0
T12628,M126,2026-07-31T04:07:02.773363,3680.58,4,1,Bengaluru,Bengaluru,0,mobile,0,1,1.23,0
T12629,M109,2026-08-05T18:34:38.773371,175616.52,18,0,Pune,Bengaluru,1,tablet,1,1,8.78,1
T12630,M119,2026-07-24T13:01:27.773380,9408.01,13,0,Jaipur,Chennai,1,desktop,0,1,1.18,0
T12631,M106,2026-08-26T04:38:17.773388,500.71,4,1,Hyderabad,Pune,1,tablet,1,1,1.0,1
T12632,M112,2026-08-07T11:05:39.773396,2908.68,11,0,Bengaluru,Jaipur,1,tablet,0,1,1.94,0
T12633,M127,2026-08-06T00:49:19.773404,16071.2,0,0,Pune,Ahmedabad,1,tablet,0,5,0.8,0
T12634,M115,2026-07-24T09:49:58.773412,10774.71,9,0,Mumbai,Chennai,1,mobile,1,1,1.35,0
T12635,M121,2026-08-03T18:25:54.773421,27169.52,18,0,Bhubaneswar,Pune,1,mobile,0,2,1.36,0
T12636,M116,2026-08-05T23:14:27.773429,1789.83,23,1,Bengaluru,Jaipur,1,mobile,0,1,0.6,0
T12637,M139,2026-08-02T19:55:53.773439,8083.36,19,1,Pune,Ahmedabad,1,tablet,1,1,5.39,1
T12638,M114,2026-08-14T13:10:01.773448,178.39,13,0,Delhi,Hyderabad,1,tablet,1,1,0.36,0
T12639,M115,2026-08-31T21:31:18.773456,6025.54,21,0,Bhubaneswar,Bhubaneswar,0,mobile,0,1,0.75,0
T12640,M122,2026-09-05T09:48:47.773464,307.24,9,1,Mumbai,Jaipur,1,desktop,1,1,0.61,0
T12641,M126,2026-08-21T06:02:46.773473,3051.0,6,1,Bhubaneswar,Mumbai,1,tablet,1,1,1.02,1
T12642,M134,2026-08-12T19:47:48.773482,20608.3,19,0,Ahmedabad,Hyderabad,1,mobile,0,1,6.87,0
T12643,M102,2026-07-27T00:29:43.773491,1520.66,0,1,Bengaluru,Ahmedabad,1,desktop,0,1,1.01,0
T12644,M104,2026-08-06T11:58:29.773499,11366.08,11,0,Hyderabad,Mumbai,1,tablet,0,1,0.57,0
T12645,M139,2026-07-30T19:03:46.773507,1101.81,19,1,Kolkata,Chennai,1,desktop,0,1,0.73,0
T12646,M111,2026-08-07T16:14:55.773515,24752.65,16,0,Bengaluru,Hyderabad,1,tablet,0,1,1.24,0
T12647,M132,2026-07-23T05:21:16.773526,154.44,5,0,Chennai,Delhi,1,desktop,0,2,0.31,0
T12648,M121,2026-08-03T23:06:37.773537,27539.76,23,0,Jaipur,Pune,1,desktop,0,1,1.38,0
T12649,M101,2026-08-10T15:23:37.773546,2570.99,15,0,Ahmedabad,Bhubaneswar,1,desktop,0,1,0.86,0
T12650,M103,2026-08-03T14:26:37.773554,638.36,14,0,Bhubaneswar,Pune,1,tablet,0,1,1.28,0
T12651,M105,2026-08-07T15:08:30.773562,19886.95,15,0,Bengaluru,Jaipur,1,desktop,0,1,0.99,0
T12652,M108,2026-08-21T08:47:36.773570,1148.95,8,1,Bhubaneswar,Bhubaneswar,0,mobile,0,1,0.77,0
T12653,M110,2026-08-21T03:07:43.773578,22022.6,3,1,Bengaluru,Mumbai,1,desktop,0,1,1.1,1
T12654,M111,2026-09-04T22:24:08.773586,28898.55,22,0,Kolkata,Kolkata,0,tablet,1,1,1.44,0
T12655,M125,2026-08-02T17:37:20.773594,706.87,17,0,Pune,Mumbai,1,mobile,0,1,1.41,0
T12656,M102,2026-08-06T15:44:14.773601,114.45,15,0,Bengaluru,Bengaluru,0,mobile,0,1,0.08,0
T12657,M136,2026-08-03T14:40:26.773611,1220.88,14,0,Hyderabad,Pune,1,tablet,0,1,0.81,0
T12658,M103,2026-07-23T02:12:07.773619,539.11,2,1,Pune,Kolkata,1,mobile,0,1,1.08,0
T12659,M117,2026-08-25T23:22:30.773627,1544.87,23,0,Jaipur,Pune,1,desktop,0,4,1.03,0
T12660,M137,2026-08-22T04:04:25.773635,32996.76,4,1,Pune,Hyderabad,1,mobile,0,2,11.0,1
T12661,M129,2026-08-14T14:06:56.773644,397.33,14,0,Jaipur,Delhi,1,desktop,0,1,0.79,0
T12662,M115,2026-08-13T13:01:30.773652,13236.0,13,0,Pune,Hyderabad,1,tablet,1,1,1.65,1
T12663,M128,2026-08-16T05:07:21.773661,21059.05,5,1,Kolkata,Kolkata,0,desktop,0,1,1.05,0
T12664,M126,2026-07-26T05:44:24.773671,4484.76,5,1,Delhi,Pune,1,desktop,0,1,1.49,0
T12665,M139,2026-07-25T21:33:30.773679,2242.58,21,1,Hyderabad,Delhi,1,tablet,0,1,1.5,0
T12666,M128,2026-07-24T03:48:32.773687,8693.8,3,1,Hyderabad,Pune,1,mobile,0,1,0.43,0
T12667,M134,2026-08-09T06:15:43.773697,4469.19,6,1,Delhi,Bengaluru,1,desktop,0,2,1.49,0
T12668,M132,2026-08-09T20:07:29.773705,122.1,20,0,Chennai,Bengaluru,1,tablet,0,1,0.24,0
T12669,M115,2026-08-14T00:13:51.773713,11622.95,0,0,Hyderabad,Bhubaneswar,1,tablet,0,1,1.45,0
T12670,M104,2026-08-02T01:10:52.773721,25334.92,1,1,Jaipur,Kolkata,1,desktop,0,1,1.27,0
